,"bilingu_wordpair","en_wordpair","en_word_1","en_word_2","cs_wordpair","cs_word_1","cs_word_2","cs_annotator_ 1","cs_annotator_ 2","cs_annotator_ 3","cs_annotator_ 4","cs_annotator_ 5","cs_annotator_ 6","cs_annotator_ 7","cs_annotator_ 8","cs_annotator_ 9","cs_annotator_ 10","cs_annotator_ 11","cs_annotator_ 12","cs_annotator_ 13","cs_annotator_ 14","cs_annotator_ 15","cs_annotator_ 16","cs_annotator_ 17","cs_annotator_ 18","cs_annotator_ 19","cs_annotator_ 20","cs_annotator_ 21","cs_annotator_ 22","cs_annotator_ 23","cs_annotator_ 24","cs_annotator_ 25","cs upper CI","cs mean","cs lower CI"
"527","shower-flood_přeháňka-záplava","shower-flood","shower","flood","přeháňka-záplava","přeháňka","záplava",6,"4",7,"7",7,4,5,4,"5",6,4,7,7,"6.7","3","7",7,"6","7",7,9,6,"7.5",6,9,"13.4446170337545","9.6","5.75538296624552"
"528","shower-thunderstorm_přeháňka-bouřka","shower-thunderstorm","shower","thunderstorm","přeháňka-bouřka","přeháňka","bouřka",9,"7",7,"8",6,8,9,4,"9",7,6,8,9,"9.6","8","8.5",7,"7","8",7,10,6,"8.5",7,9,"18.7820548549231","12.64","6.49794514507693"
"529","shower-thunderstorm_přeháňka-bouře","shower-thunderstorm","shower","thunderstorm","přeháňka-bouře","přeháňka","bouře",8,"7",7,"8",7,8,9,4,"9",7,6,8,8,"8.7","8","7.5",7,"5","7",4,10,6,"8.5",6,9,"17.0894692151531","11.72","6.35053078484693"
"530","school-center_škola-centrum","school-center","school","center","škola-centrum","škola","centrum",2,"1",4,"4",6,1,2,0,"8",7,1,6,4,"7","0","5",3,"4","5",4,7,2,"4",4,6,"11.1059673255748","6.84","2.57403267442517"
"531","sign-recess_znak-odchod","sign-recess","sign","recess","znak-odchod","znak","odchod",2,"0",0,"1",1,0,0,0,"1",2,1,0,0,"0","2","1",0,"4","1",1,0,1,"0.5",0,0,"2.17695295192431","1.32","0.463047048075686"
"532","sign-recess_znamení-výklenek","sign-recess","sign","recess","znamení-výklenek","znamení","výklenek",1,"1",0,"0",0,0,0,0,"0",6,1,2,3,"0.2","0","1",0,"5","3",0,0,1,"4",0,0,"3.4118144076215","2.08","0.748185592378498"
"533","sign-recess_znak-úpadek","sign-recess","sign","recess","znak-úpadek","znak","úpadek",3,"0",0,"1",2,7,0,0,"5",6,1,3,2,"4","3","3",5,"3","3",0,7,0,"2",0,6,"7.20603004190159","4.52","1.83396995809841"
"534","sign-recess_znak-pauza","sign-recess","sign","recess","znak-pauza","znak","pauza",7,"0",0,"1",0,0,0,0,"4",6,1,6,0,"3","2","1",5,"2","4",0,0,0,"0",0,0,"5.08102664420755",3,"0.91897335579245"
"535","situation-conclusion_situace-závěr","situation-conclusion","situation","conclusion","situace-závěr","situace","závěr",3,"3",3,"5",4,0,6,6,"8",6,2,7,4,"7.9","5","4",3,"3","5",1,9,3,"2",5,0,"12.3159504737534","7.4","2.48404952624664"
"536","situation-isolation_situace-izolace","situation-isolation","situation","isolation","situace-izolace","situace","izolace",1,"0",3,"1",6,0,0,0,"5",7,1,0,4,"2.3","2","3",2,"4","3",3,1,1,"1",0,0,"5.14721741981205","3.4","1.65278258018795"
"537","size-prominence_velikost-vyvýšenina","size-prominence","size","prominence","velikost-vyvýšenina","velikost","vyvýšenina",8,"4",1,"4",4,0,1,0,"3",4,2,6,6,"8","4","5",4,"5","6",2,4,2,"4",5,0,"12.290484922107","7.2","2.10951507789298"
"538","size-prominence_velikost-význačnost","size-prominence","size","prominence","velikost-význačnost","velikost","význačnost",3,"4",7,"6",10,5,8,7,"8",6,1,9,4,"8.9","7","8",2,"3","5",6,8,3,"9",7,5,"16.1450710931551","10.32","4.49492890684491"
"539","skin-eye_kůže-oko","skin-eye","skin","eye","kůže-oko","kůže","oko",6,"0",7,"7",8,0,1,3,"4",6,6,1,2,"9.7","2","7.5",6,"5.5","7",5,8,8,"5.5",6,5,"15.7437928928343","9.28","2.81620710716572"
"540","smart-student_chytrý-student","smart-student","smart","student","chytrý-student","chytrý","student",2,"4",4,"6",7,9,9,5,"7",7,7,8,4,"9.8","5","7",8,"5","7",6,10,5,"8.5",5,7,"17.5228773175253","11.12","4.71712268247471"
"541","smart-stupid_chytrý-hloupý","smart-stupid","smart","stupid","chytrý-hloupý","chytrý","hloupý",9,"9",7,"8.5",7,10,5,10,"9",8,5,10,10,"10","9","8.5",8,"5","9",6,10,8,"9.5",6,10,"12.694178898338","10.68","8.66582110166198"
"542","soap-opera_mýdlová-opera","soap-opera","soap","opera","mýdlová-opera","mýdlová","opera",8,"0",6,"8",10,8,10,7,"9",7,1,8,0,"2.1","0","8",8,"2","8",3,10,5,"8.5",4,7,"10.1907933495601","7.96","5.7292066504399"
"543","soap-opera_mýdlo-opera","soap-opera","soap","opera","mýdlo-opera","mýdlo","opera",7,"0",5,"4",0,4,6,0,"6",6,1,3,0,"2.4","0","5",8,"3","6",2,0,2,"7",2,5,"7.27714817733892","5.16","3.04285182266108"
"544","space-chemistry_vesmír-chemie","space-chemistry","space","chemistry","vesmír-chemie","vesmír","chemie",5,"4",2,"4",7,1,9,0,"3",4,3,0,4,"8.6","6","5",6,"7","2",2,5,5,"4",0,2,"13.4004842336393","7.8","2.1995157663607"
"545","space-world_vesmír-svět","space-world","space","world","vesmír-svět","vesmír","svět",8,"2",6,"7",8,6,9,6,"9",8,3,9,8,"8.6","5","8.5",7,"9","7",7,10,8,"7.5",6,7,"17.0826856787511","11.68","6.27731432124887"
"546","start-match_začátek-zápas","start-match","start","match","začátek-zápas","začátek","zápas",3,"3",5,"2",6,6,9,3,"9",6,3,7,3,"7.4","4","5",5,"6","7",4,8,3,"3",5,6,"12.8249651445105","8.4","3.97503485548951"
"547","start-year_začátek-rok","start-year","start","year","začátek-rok","začátek","rok",3,"4",2,"1",8,7,0,2,"5",8,4,7,6,"9","5","5",4,"8.9","5",6,9,6,"4.5",2,7,"15.381746324494","9.4","3.41825367550596"
"548","stock-CD_zásoba-CD","stock-CD","stock","CD","zásoba-CD","zásoba","CD",0,"3",0,"4",8,3,0,0,"3",4,1,9,4,"4.5","1","4",1,"6","5",0,3,1,"1",1,4,"8.11778946662801","5.08","2.04221053337199"
"549","stock-CD_sklad-CD","stock-CD","stock","CD","sklad-CD","sklad","CD",6,"0",3,"2",7,0,2,0,"9",6,2,6,5,"7.6","4","3",2,"3","4",1,4,2,"1",0,4,"10.9318477373962","6.16","1.38815226260383"
"550","stock-CD_inventář-CD","stock-CD","stock","CD","inventář-CD","inventář","CD",1,"0",3,"3",1,0,2,0,"7",6,2,5,3,"5","6","3",4,"1","4",1,1,2,"2",0,3,"7.8195053497206","4.6","1.3804946502794"
"551","stock-egg_zásoba-vejce","stock-egg","stock","egg","zásoba-vejce","zásoba","vejce",3,"4",2,"3",4,3,3,0,"3",5,2,6,2,"4.5","2","4",3,"1.8","5",3,3,2,"3",4,5,"8.18689999112608","5.4","2.61310000887392"
"552","stock-egg_zásoba-vajíčko","stock-egg","stock","egg","zásoba-vajíčko","zásoba","vajíčko",8,"2",2,"5",7,1,2,0,"1",6,3,8,4,"4.5","3","5",3,"6","4",3,4,5,"6",2,2,"9.37421078657068","6.4","3.42578921342932"
"553","stock-egg_sklad-vajíčko","stock-egg","stock","egg","sklad-vajíčko","sklad","vajíčko",2,"2",1,"0",1,0,0,0,"1",4,3,4,4,"2","2","3",1,"1.5","4",0,0,1,"0",0,0,"3.97031390401623","2.56","1.14968609598377"
"554","stock-jaguar_sklad-jaguár","stock-jaguar","stock","jaguar","sklad-jaguár","sklad","jaguár",5,"0",0,"1",0,0,5,0,"0",2,1,0,0,"0","3","1",2,"3","2",3,1,1,"0",1,0,"2.55292393421379","1.76","0.967076065786208"
"555","stock-jaguar_stav-jaguár","stock-jaguar","stock","jaguar","stav-jaguár","stav","jaguár",4,"0",0,"1",4,0,2,0,"1",5,1,0,0,"0.5","1","2",1,"1","3",0,7,1,"0",0,0,"2.77029948983752","1.92","1.06970051016247"
"556","stock-jaguar_zásoba-jaguár","stock-jaguar","stock","jaguar","zásoba-jaguár","zásoba","jaguár",6,"0",0,"1",2,0,0,0,"2",6,1,2,2,"0.2","0","1",2,"2","3",0,1,0,"0",0,0,"2.5813793844343","1.8","1.0186206155657"
"557","stock-life_zásoba-život","stock-life","stock","life","zásoba-život","zásoba","život",3,"1",5,"5",3,1,5,0,"1",5,1,4,7,"7.4","3","3",2,"7.5","4",1,6,4,"2.5",0,1,"11.0450648883114","6.36","1.67493511168864"
"558","stock-life_sklad-život","stock-life","stock","life","sklad-život","sklad","život",4,"0",0,"1",0,0,0,0,"0",4,1,5,3,"0","2","1",1,"4","3",0,6,1,"0",0,0,"3.05446440503448","2.04","1.02553559496552"
"559","stock-live_zásobit-žít","stock-live","stock","live","zásobit-žít","zásobit","žít",6,"3",6,"5",4,0,3,0,"4",5,1,8,3,"6.7","4","4",1,"8.5","5",1,1,2,"4",2,1,"11.0203052567214","6.76","2.49969474327857"
"560","stock-live_sklad-živý","stock-live","stock","live","sklad-živý","sklad","živý",7,"0",0,"1",0,0,0,0,"1",3,1,4,0,"0","1","0",0,"3","3",1,0,1,"0",0,0,"2.36359355321394","1.52","0.676406446786063"
"561","stock-live_dobytek-živý","stock-live","stock","live","dobytek-živý","dobytek","živý",7,"2",5,"6",4,6,5,0,"7",6,3,7,6,"7","2","3",4,"5","4",2,7,1,"3",4,2,"11.4463495850321","7.28","3.11365041496785"
"562","stock-live_zásoba-žít","stock-live","stock","live","zásoba-žít","zásoba","žít",4,"2",2,"6",7,0,2,0,"5",6,1,7,4,"7","3","2",1,"7","2",1,6,3,"1",3,3,"10.7119720895613","6.36","2.00802791043875"
"563","stock-market_akcie-trh","stock-market","stock","market","akcie-trh","akcie","trh",8,"7",7,"8",8,9,10,7,"8",8,8,8,8,"9.7","9","8",8,"8.5","8",7,8,8,"9.5",8,7,"19.5638986435215","13.32","7.07610135647846"
"564","stock-market_akciový-trh","stock-market","stock","market","akciový-trh","akciový","trh",8,"5",6,"7",8,10,10,7,"9.5",7,7,8,10,"10","8","7.5",8,"5","7",5,10,5,"9",6,5,"11.4149527630001","9.64","7.8650472369999"
"565","stock-phone_akcie-telefon","stock-phone","stock","phone","akcie-telefon","akcie","telefon",1,"4",0,"8.5",5,2,0,0,"1",3,1,3,1,"3","1","2",2,"4","5",2,0,3,"1",5,2,"6.46378086490295","4.24","2.01621913509705"
"566","stock-phone_zásoba-telefon","stock-phone","stock","phone","zásoba-telefon","zásoba","telefon",1,"1",0,"5",0,0,0,0,"1",3,1,0,4,"4.5","2","1.5",1,"7","2",0,0,0,"0",0,0,"6.60856045440923","3.44","0.271439545590769"
"567","stock-phone_sklad-telefon","stock-phone","stock","phone","sklad-telefon","sklad","telefon",3,"0",0,"0",1,0,3,0,"3",5,1,2,0,"2.3","2","2",1,"2","2",3,6,2,"2",2,0,"4.71566634831013","3.12","1.52433365168987"
"568","street-avenue_ulice-třída","street-avenue","street","avenue","ulice-třída","ulice","třída",9,"1",7,"8",8,8,0,7,"10",8,6,9,8,"4.5","6","7.5",7,"6","3",9,10,5,"7",7,9,"12.0479135765306","9.24","6.43208642346942"
"569","street-avenue_ulice-avenue","street-avenue","street","avenue","ulice-avenue","ulice","avenue",10,"8",7,"7",9,10,9,6,"9.5",7,8,10,10,"8.6","9","9",8,"9","9",8,10,5,"9.5",8,10,"18.9090156348786","13.56","8.21098436512143"
"570","street-block_ulice-blok","street-block","street","block","ulice-blok","ulice","blok",8,"6",6,"8",8,10,4,4,"7",7,9,8,5,"6.4","8","7",8,"7","7",7,8,5,"7",7,7,"14.0010076189632","10.44","6.8789923810368"
"571","street-children_ulice-děti","street-children","street","children","ulice-děti","ulice","děti",3,"5",5,"6.5",6,7,9,2,"6",6,5,5,6,"5.6","4","6",4,"6","5",4,8,6,"5",5,6,"11.6772738538402","8.44","5.2027261461598"
"572","street-place_ulice-místo","street-place","street","place","ulice-místo","ulice","místo",6,"5",5,"7",7,6,5,1,"9",5,5,7,4,"7","4","6.5",6,"6","6",5,9,3,"7",5,4,"13.3807745385601","9.2","5.01922546143992"
"573","stroke-hospital_mrtvice-nemocnice","stroke-hospital","stroke","hospital","mrtvice-nemocnice","mrtvice","nemocnice",7,"6",7,"7",7,5,10,6,"9",6,6,8,8,"6.7","5","7.5",8,"5","8",4,9,8,"7",6,6,"14.1090306919214","10.36","6.61096930807859"
"574","student-professor_student-profesor","student-professor","student","professor","student-profesor","student","profesor",6,"5",7,"7",7,6,10,4,"9",8,6,8,6,"9.5","8","8",7,"7","8",7,10,8,"9",7,8,"18.3856989425164","12.28","6.17430105748363"
"575","sugar-approach_cukr-přístup","sugar-approach","sugar","approach","cukr-přístup","cukr","přístup",0,"2",0,"0",0,2,0,0,"3",2,1,1,1,"0.1","1","0",1,"3","2",0,0,1,"0",0,0,"2.27149007420833","1.48","0.688509925791668"
"576","summer-drought_léto-sucho","summer-drought","summer","drought","léto-sucho","léto","sucho",4,"6",7,"6",7,6,10,2,"9",7,4,8,7,"9","7","5",6,"5","7",5,8,7,"4",6,7,"16.0622584662937","10.4","4.73774153370626"
"577","summer-nature_léto-příroda","summer-nature","summer","nature","léto-příroda","léto","příroda",9,"2",5,"4",8,8,10,4,"8",6,4,7,4,"9","5","7.5",6,"5","6",6,9,4,"8.75",5,6,"16.379413220577","10.56","4.74058677942297"
"578","telephone-communication_telefon-komunikace","telephone-communication","telephone","communication","telefon-komunikace","telefon","komunikace",3,"7",7,"8",8,8,10,5,"9.5",7,6,8,7,"9.5","7","7",7,"6","7",7,10,7,"9",6,7,"18.2763405499289","12.16","6.04365945007106"
"579","television-film_televize-film","television-film","television","film","televize-film","televize","film",5,"5",7,"8",7,7,10,8,"9.5",8,5,9,6,"9.7","8","8",7,"5","7",6,9,8,"8.5",7,8,"18.4537630075184","12.24","6.02623699248164"
"580","television-radio_televize-rozhlas","television-radio","television","radio","televize-rozhlas","televize","rozhlas",8,"5",8,"7",5,7,10,5,"9",8,5,8,10,"9.7","8","8",5,"5","8",7,10,8,"8.5",7,8,"18.4480476876706","12.24","6.03195231232941"
"581","television-radio_televize-rádio","television-radio","television","radio","televize-rádio","televize","rádio",8,"6.5",7,"7",7,6,10,5,"9",8,6,8,6,"8.9","8","9",8,"5","7",6,10,8,"8.5",7,8,"17.5877933398453",12,"6.41220666015471"
"582","tennis-racket_tenis-raketa","tennis-racket","tennis","racket","tenis-raketa","tenis","raketa",6,"6",7,"8",7,9,10,6,"9",8,5,8,9,"9","8","7",8,"9","8",8,10,8,"8.5",7,7,"18.4464910299483","12.72","6.99350897005169"
"583","territory-kilometer_teritorium-kilometr","territory-kilometer","territory","kilometer","teritorium-kilometr","teritorium","kilometr",4,"3",5,"1",3,6,5,0,"5",8,3,5,3,"7.5","3","6",3,"8.7","6",5,8,1,"4",5,2,"12.7752981407589",8,"3.22470185924114"
"584","territory-kilometer_území-kilometr","territory-kilometer","territory","kilometer","území-kilometr","území","kilometr",9,"3",6,"1",7,6,6,0,"7",6,5,7,6,"7.1","5","7",4,"7","6",5,8,4,"3",6,5,"12.8958127867082","8.68","4.46418721329176"
"585","territory-surface_území-povrch","territory-surface","territory","surface","území-povrch","území","povrch",7,"2",3,"4",7,4,10,0,"4",7,2,6,6,"6.7","2","6",4,"7","5",2,6,3,"4.5",5,2,"11.7784763981245","7.76","3.74152360187548"
"586","territory-surface_teritorium-povrch","territory-surface","territory","surface","teritorium-povrch","teritorium","povrch",7,"2",5,"4",7,4,5,0,"4",7,2,6,7,"8","7","5",3,"6","4",2,2,2,"3",2,2,"12.6544382499145","7.64","2.6255617500855"
"587","theater-history_divadlo-historie","theater-history","theater","history","divadlo-historie","divadlo","historie",5,"2",5,"1",6,2,8,0,"7",8,3,6,5,"9.1","6","7",3,"5","6",4,7,2,"4.5",3,1,"14.5406543187426","8.56","2.57934568125736"
"588","tiger-animal_tygr-zvíře","tiger-animal","tiger","animal","tygr-zvíře","tygr","zvíře",8,"5",7,"8",10,10,10,7,"10",9,7,9,10,"8.5","9.5","7",7,"8","7",6,10,9,"7",7,6,"17.1728179349266","12.04","6.90718206507339"
"589","tiger-carnivore_tygr-masožravec","tiger-carnivore","tiger","carnivore","tygr-masožravec","tygr","masožravec",9,"0",7,"7",8,9,10,6,"10",7,6,7,10,"8.5","6","7.5",6,"5","7",6,10,7,"7",6,8,"15.8927502626709","10.68","5.46724973732907"
"590","tiger-cat_tygr-kočka","tiger-cat","tiger","cat","tygr-kočka","tygr","kočka",9,"6",8,"6",8,9,8,5,"10",8,8,8,6,"8.8","8","8.5",7,"8","8",6,9,8,"8.5",7,8,"17.5242133614602","11.96","6.39578663853982"
"591","tiger-fauna_tygr-fauna","tiger-fauna","tiger","fauna","tygr-fauna","tygr","fauna",7,"4",6,"8",7,6,10,1,"10",7,5,8,3,"8.4","8","7.5",7,"8","7",4,10,5,"4",6,8,"15.5531395131995","10.32","5.08686048680046"
"592","tiger-feline_tygr-kočkovitý","tiger-feline","tiger","feline","tygr-kočkovitý","tygr","kočkovitý",9,"5",7,"7",7,8,10,6,"10",8,6,8,9,"8.6","9","7.5",6,"8","7",7,10,7,"8.5",7,7,"17.1209637227807","11.8","6.47903627721935"
"593","tiger-feline_tygr-kočkovitá šelma","tiger-feline","tiger","feline","tygr-kočkovitá šelma","tygr","kočkovitá šelma",9,"7",8,"7",10,10,10,7,"10",9,6,9,10,"9.1","9","8",7,"8","8",7,10,9,"9",7,8,"18.6260458159596","12.88","7.1339541840404"
"594","tiger-jaguar_tygr-jaguár","tiger-jaguar","tiger","jaguar","tygr-jaguár","tygr","jaguár",6,"5",8,"6",8,2,10,3,"10",8,5,8,4,"8","8","8.5",9,"6","9",6,10,8,"7.5",7,9,"15.6680596299142","10.8","5.93194037008584"
"595","tiger-mammal_tygr-savec","tiger-mammal","tiger","mammal","tygr-savec","tygr","savec",7,"3",7,"8",7,5,10,2,"9",8,5,7,10,"9.2","8","6",7,"8","7",7,10,9,"5.5",6,5,"17.2728173637182","11.44","5.60718263628184"
"596","tiger-organism_tygr-organismus","tiger-organism","tiger","organism","tygr-organismus","tygr","organismus",7,"3",4,"4",6,1,0,0,"9",6,5,7,7,"7","2","6",7,"8","6",4,8,1,"3.5",4,4,"12.4366575335155","8.12","3.8033424664845"
"597","tiger-tiger_tygr-šelma","tiger-tiger","tiger","tiger","tygr-šelma","tygr","šelma",8,"6",7,"7",8,8,10,4,"9.5",7,6,8,10,"9","8","8.5",8,"6","7",7,10,8,"7.75",7,8,"17.79414238557","12.2","6.60585761442999"
"598","tiger-tiger_tygr-tygr","tiger-tiger","tiger","tiger","tygr-tygr","tygr","tygr",10,"10",10,"10",10,10,10,10,"10",10,10,10,10,"10","10","10",10,"10","10",10,10,10,"10",10,10,"9.55309330823088","8.16","6.76690669176912"
"599","tiger-zoo_tygr-zoo","tiger-zoo","tiger","zoo","tygr-zoo","tygr","zoo",8,"5",7,"5",6,6,10,2,"9",8,6,8,9,"9.4","6","7",8,"4","7",7,10,8,"6",6,7,"17.1768093845245","11.24","5.30319061547548"
"600","tool-implement_nástroj-nářadí","tool-implement","tool","implement","nástroj-nářadí","nástroj","nářadí",7,"8",8,"7",8,9,9,8,"10",8,7,10,9,"8.5","8","7.5",3,"8","9",8,10,8,"9.5",7,9,"17.7356596654698","12.44","7.14434033453023"
"601","tool-implement_nářadí-nástroj","tool-implement","tool","implement","nářadí-nástroj","nářadí","nástroj",8,"5",8,"8",9,5,9,3,"10",6,7,8,8,"8.8","7","6.5",7,"5","8",7,10,5,"8.25",6,9,"16.7835050066837","11.24","5.69649499331635"
"602","train-car_vlak-auto","train-car","train","car","vlak-auto","vlak","auto",8,"6",7,"7",7,5,7,4,"9",8,8,9,2,"8.5","8","8",7,"6","8",6,9,8,"8",7,8,"16.6131315924081","11.4","6.18686840759187"
"603","train-car_vlak-automobil","train-car","train","car","vlak-automobil","vlak","automobil",8,"7",7,"7",8,6,10,3,"9",8,7,8,4,"8.5","8","8",8,"6","8",6,9,8,"7",8,8,"16.7473481168591","11.6","6.45265188314087"
"604","travel-activity_cestování-činnost","travel-activity","travel","activity","cestování-činnost","cestování","činnost",2,"5",7,"8",5,2,4,4,"10",7,4,8,8,"7.4","4","6.5",3,"9","6",4,6,4,"8.25",5,8,"14.4432851282044","9.64","4.83671487179559"
"605","travel-activity_cestování-aktivita","travel-activity","travel","activity","cestování-aktivita","cestování","aktivita",2,"4",7,"8",7,7,3,4,"10",7,4,8,8,"7.2","4","7",3,"9","6",5,9,7,"8",6,7,"14.5608578156933",10,"5.4391421843067"
"606","treatment-recovery_léčba-zotavení","treatment-recovery","treatment","recovery","léčba-zotavení","léčba","zotavení",8,"9",7,"8",7,8,10,8,"9",7,7,8,7,"9.7","9","8",7,"5.5","8",8,10,7,"8.5",7,7,"19.0278877677062","12.84","6.65211223229383"
"607","treatment-recovery_péče-zotavení","treatment-recovery","treatment","recovery","péče-zotavení","péče","zotavení",3,"4",7,"6",5,4,9,0,"8",6,4,7,7,"8","4","6",7,"5","6",5,10,4,"7.5",6,7,"14.5629929728467","9.64","4.71700702715326"
"608","type-kind_typ-druh","type-kind","type","kind","typ-druh","typ","druh",9,"8",9,"8.5",9,8,8,9,"10",6,9,9,10,"9.9","9","9.5",9,"4","9",9,9,8,"10",10,10,"18.8861439823093","12.6","6.31385601769073"
"609","victim-emergency_oběť-nouze","victim-emergency","victim","emergency","oběť-nouze","oběť","nouze",3,"4",4,"7",8,2,9,3,"4",6,4,8,2,"7","5","6",3,"8","5",5,5,7,"4",4,7,"12.9059047549639","8.68","4.4540952450361"
"610","victim-emergency_oběť-krize","victim-emergency","victim","emergency","oběť-krize","oběť","krize",3,"4",7,"1",3,6,3,6,"7",7,1,7,4,"6.8","7","5",2,"3","6",4,5,4,"7.5",6,3,"11.9344335230163","7.84","3.7455664769837"
"611","victim-emergency_oběť-nebezpečí","victim-emergency","victim","emergency","oběť-nebezpečí","oběť","nebezpečí",3,"1",7,"7",5,2,8,7,"8",8,2,8,7,"7","8","6",3,"7","8",6,5,8,"5",6,7,"13.4052508630242","9.28","5.15474913697575"
"612","victim-emergency_oběť-pohotovost","victim-emergency","victim","emergency","oběť-pohotovost","oběť","pohotovost",6,"2",0,"6",8,0,6,0,"6",6,1,7,1,"6","0","4",3,"2","5",3,6,5,"3",5,2,"9.85875446116328","6.24","2.62124553883672"
"613","video-archive_video-archív","video-archive","video","archive","video-archív","video","archív",4,"5",2,"4",7,6,9,1,"7",6,6,7,7,"7.9","4","7",6,"4","4",7,7,2,"5",5,6,"13.8574534450844","9.04","4.22254655491558"
"614","video-archive_video-archiv","video-archive","video","archive","video-archiv","video","archiv",4,"6",3,"6",8,6,9,1,"7",7,5,7,8,"9.8","5","6",6,"5","5",7,8,2,"7",4,6,"16.8235561683639","10.4","3.97644383163609"
"615","viewer-serial_divák-seriál","viewer-serial","viewer","serial","divák-seriál","divák","seriál",6,"4",6,"6",9,8,10,4,"9",7,5,8,8,"8.3","9","7",7,"7","7",5,9,6,"8.5",6,6,"16.3322697655593","11.24","6.14773023444073"
"616","vodka-brandy_vodka-koňak","vodka-brandy","vodka","brandy","vodka-koňak","vodka","koňak",9,"6",7,"7",8,4,10,4,"9",8,6,8,5,"9.3","8","8.5",8,"4","8",6,10,8,"9.75",7,9,"18.1936031177432","12.2","6.2063968822568"
"617","vodka-brandy_vodka-brandy","vodka-brandy","vodka","brandy","vodka-brandy","vodka","brandy",9,"6",7,"7",7,7,10,4,"9",8,6,8,6,"9.4","8","8.5",8,"5","8",6,10,8,"9.5",6,8,"18.355765395288","12.32","6.28423460471201"
"618","vodka-gin_vodka-gin","vodka-gin","vodka","gin","vodka-gin","vodka","gin",9,"7",8,"7",10,8,9,4,"9",8,9,5,2,"9","9","9",9,"7.5","9",6,10,8,"9",7,8,"18.3607356613983","12.64","6.9192643386017"
"619","volunteer-motto_dobrovolník-motto","volunteer-motto","volunteer","motto","dobrovolník-motto","dobrovolník","motto",7,"0",2,"1",0,0,0,0,"2",3,1,2,1,"2","2","2",0,"2","3",0,1,1,"3.5",0,0,"4.23908168570973","2.72","1.20091831429027"
"620","volunteer-motto_dobrovolník-moto","volunteer-motto","volunteer","motto","dobrovolník-moto","dobrovolník","moto",7,"0",3,"2",3,0,0,0,"1",4,1,3,2,"2","6","4",3,"3","5",1,3,1,"4",0,0,"5.39069755997183","3.76","2.12930244002817"
"621","war-troops_válka-vojsko","war-troops","war","troops","válka-vojsko","válka","vojsko",7,"7",7,"8",8,9,10,8,"9.5",8,7,9,7,"9.4","7","8",6,"7","9",7,10,8,"9",7,7,"18.8778666225263","12.92","6.96213337747373"
"622","war-troops_válka-jednotky","war-troops","war","troops","válka-jednotky","válka","jednotky",4,"7",5,"7",8,0,9,1,"7",7,3,7,7,"9.8","8","7",6,"3","2",3,9,5,"7",4,7,"16.7004614101683","10.2","3.69953858983171"
"623","war-troops_válka-vojáci","war-troops","war","troops","válka-vojáci","válka","vojáci",6,"7",7,"8",9,9,10,8,"9",8,8,8,7,"9.9","8","8.5",7,"8","8",8,10,8,"8",8,7,"19.4750799314708","13.16","6.84492006852919"
"624","water-seepage_voda-prosakování","water-seepage","water","seepage","voda-prosakování","voda","prosakování",6,"8",7,"6",8,10,10,5,"10",7,7,7,8,"8.5","9","7",7,"7","8",6,10,6,"7",6,7,"16.5647904456761","11.36","6.15520955432394"
"625","water-seepage_voda-průsak","water-seepage","water","seepage","voda-průsak","voda","průsak",8,"6.5",6,"7",7,8,10,3,"9.5",6,5,8,7,"9.4","8","7",9,"6","7",6,10,6,"8.5",6,8,"17.9683675742721","11.96","5.95163242572786"
"626","weapon-secret_zbraň-tajná","weapon-secret","weapon","secret","zbraň-tajná","zbraň","tajná",6,"0",3,"1",8,9,9,0,"8",8,3,6,7,"7.8","5","5",7,"4","7",7,9,2,"7",3,6,"13.7148705213878","8.88","4.04512947861221"
"627","weapon-secret_zbraň-tajný","weapon-secret","weapon","secret","zbraň-tajný","zbraň","tajný",6,"0",4,"4",6,8,9,0,"8",8,3,7,7,"8.9","7","3",7,"4","7",7,9,2,"7",5,5,"15.1845135436385","9.44","3.69548645636148"
"628","weapon-secret_zbraň-tajemství","weapon-secret","weapon","secret","zbraň-tajemství","zbraň","tajemství",4,"0",0,"1",3,5,9,0,"4",6,2,5,6,"6.7","0","4",4,"3","4",3,3,1,"4",3,5,"10.0729373589322","6.04","2.00706264106784"
"629","weather-forecast_počasí-předpověď","weather-forecast","weather","forecast","počasí-předpověď","počasí","předpověď",6,"7",7,"8",8,9,10,4,"9",7,7,8,5,"9.9","8","7.5",9,"5","7",8,10,7,"8.5",6,6,"18.7412859876368","12.36","5.97871401236322"
"630","Wednesday-news_středa-noviny","Wednesday-news","Wednesday","news","středa-noviny","středa","noviny",2,"3",4,"1",1,0,1,0,"4",5,1,1,2,"3.4","3","3",5,"1.5","6",5,4,1,"4",2,1,"6.72894591190068","4.4","2.07105408809932"
"631","Wednesday-news_středa-zprávy","Wednesday-news","Wednesday","news","středa-zprávy","středa","zprávy",5,"1",2,"1",0,0,0,0,"4",6,2,3,3,"5","3","3",5,"1","6",2,5,1,"4.5",2,2,"8.03929081977217","4.8","1.56070918022783"
"632","wood-forest_dřevo-les","wood-forest","wood","forest","dřevo-les","dřevo","les",8,"8",7,"8",8,6,10,9,"9",7,7,9,7,"9.7","7","6",7,"8","8",7,10,8,"7.5",7,7,"18.8460962871248","12.68","6.51390371287525"
